year,Customer_ID,Order_Nr,Product_category,Quantity,Value
2024,A89999745,I133199144,Beauty,1,217.36304
2024,A89999745,I133226625,Beauty,2,194.7291
2024,A89999775,I133120885,Beauty,1,235.36402
2024,A89999784,I133131164,Beauty,1,197.60057
2024,A89999814,I133166096,Beauty,1,49.24933
2024,A8996893,I133075144,Beauty,1,148.56841
2024,A89999836,I133085632,Beauty,1,79.07401
2024,A89999868,I133250399,Beauty,3,226.60483
2024,A89999879,I133249889,Beauty,2,148.73732
2024,A89999887,I133164880,Beauty,2,108.56087
2024,A89999887,I133186323,Beauty,2,104.57942
2024,A89999887,I133247770,Beauty,1,274.91309
2024,A89999887,I133266394,Beauty,3,164.95268
2024,A89999909,I133193063,Beauty,1,77.14361
2024,A89999909,I133273284,Beauty,1,78.9051
2024,A89999928,I133077005,Beauty,2,118.4783
2024,A89999928,I133252670,Beauty,2,153.10485
2024,A89999940,I133262175,Beauty,1,78.9051
2024,A8996904,I133077518,Beauty,1,27.70124
2024,A89999948,I133146666,Beauty,2,180.4924
2024,A89999948,I133250189,Beauty,2,154.432
2024,A89999991,I133211640,Beauty,2,151.36749
2024,A810000057,I133251244,Beauty,2,144.34566
2024,A810000064,I133083442,Beauty,1,69.03593
2024,A810000081,I133134803,Beauty,2,134.81431
2024,A810000081,I133250586,Beauty,7,501.37314
2024,A8996918,I133379420,Beauty,4,203.51242
2024,A810000100,I133126201,Beauty,4,251.41047
2024,A810000100,I133210903,Beauty,2,164.51834
2024,A810000102,I133240600,Beauty,2,104.9655
2024,A810000121,I133213232,Beauty,1,789.17165
2024,A810000126,I133214961,Beauty,2,128.27508
2024,A810000127,I133255243,Beauty,1,69.63918
2024,A810000129,I133187026,Beauty,3,252.93066
2024,A810000159,I133177007,Beauty,1,79.07401
2024,A810000175,I133093713,Beauty,2,257.92557
2024,A810000176,I133122327,Beauty,1,81.05267
2024,A810000177,I133251792,Beauty,1,76.56449
2024,A810000181,I133150296,Beauty,1,71.01459
2024,A810000237,I133172827,Beauty,3,139.32662
2024,A810000237,I133254276,Beauty,3,230.97236
2024,A810000242,I133252938,Beauty,4,255.34366
2024,A810000257,I133229073,Beauty,3,174.96663
2024,A810000259,I133205878,Beauty,1,39.52494
2024,A810000259,I133222379,Beauty,1,38.55974
2024,A810000275,I133153948,Beauty,1,71.20763
2024,A810000294,I133241910,Beauty,1,69.63918
2024,A8996940,I133094979,Beauty,1,59.14263
2024,A8996943,I133144093,Beauty,1,59.28741
2024,A8996943,I133205856,Beauty,2,67.22618
2024,A810000339,I133133235,Beauty,1,235.36402
2024,A810000376,I133094605,Beauty,2,175.06315
2024,A810000376,I133133145,Beauty,2,124.60732
2024,A810000379,I133225606,Beauty,2,171.92625
2024,A810000401,I133150466,Beauty,1,47.46371
2024,A810000440,I133166139,Beauty,1,49.24933
2024,A810000447,I133126747,Beauty,2,145.9865
2024,A8996956,I133096069,Beauty,1,148.13407
2024,A8996956,I133159122,Beauty,3,145.96237
2024,A810000472,I133253044,Beauty,2,154.432
2024,A810000483,I133083028,Beauty,1,71.97979
2024,A810000483,I133108318,Beauty,2,97.77476
2024,A810000483,I133127850,Beauty,2,449.61429
2024,A810000483,I133189411,Beauty,1,61.67628
2024,A810000483,I133209973,Beauty,2,138.62685
2024,A810000483,I133237003,Beauty,2,120.43283
2024,A810000483,I133251201,Beauty,1,79.43596
2024,A810000485,I133235307,Beauty,1,52.65166
2024,A810000491,I133137547,Beauty,1,86.65083
2024,A810000527,I133142547,Beauty,7,374.44934
2024,A810000527,I133184434,Beauty,2,166.27983
2024,A810000538,I133205908,Beauty,2,118.4783
2024,A810000538,I133250604,Beauty,1,92.85224
2024,A810000540,I133148260,Beauty,2,105.30332
2024,A810000540,I133154127,Beauty,4,270.54556
2024,A810000540,I133250070,Beauty,6,409.46197
2024,A810000622,I133085048,Beauty,2,126.53772
2024,A810000628,I133270911,Beauty,2,112.49406
2024,A810000685,I133159595,Beauty,3,187.46597
2024,A810000756,I133185363,Beauty,1,63.38951
2024,A810000803,I133255153,Beauty,2,157.52064
2024,A810000820,I133153379,Beauty,2,90.77706
2024,A810000820,I133210401,Beauty,1,17.80794
2024,A810000820,I133275270,Beauty,1,17.80794
2024,A8996996,I133134629,Beauty,3,136.59993
2024,A810000944,I133075865,Beauty,2,197.3834
2024,A810000944,I133080408,Beauty,2,152.11552
2024,A810000944,I133128838,Beauty,1,235.36402
2024,A810000944,I133255203,Beauty,1,76.56449
2024,A8997004,I133150726,Beauty,2,215.57742
2024,A810000958,I133134576,Beauty,4,211.52358
2024,A810000958,I133234685,Beauty,3,182.95366
2024,A810001026,I133138014,Electronics,1,350.07804
2024,A810001049,I133228404,Beauty,1,395.53896
2024,A810001052,I133142181,Beauty,1,59.23915
2024,A810001061,I133268382,Beauty,2,128.15443
2024,A810001071,I133266237,Beauty,1,102.89032
2024,A810001076,I133152878,Beauty,2,149.91969
2024,A8997018,I133142163,Beauty,2,110.37062
2024,A810001128,I133146433,Beauty,3,177.69332
2024,A810001152,I133077878,Beauty,2,114.66576
2024,A810001152,I133193193,Beauty,2,136.47928
2024,A810001152,I133226986,Beauty,3,157.23108
2024,A810001152,I133278648,Beauty,1,47.46371
2024,A810001161,I133256111,Beauty,5,362.72216
2024,A810001224,I133144676,Beauty,6,341.77732
2024,A810001224,I133186434,Beauty,1,102.89032
2024,A810001224,I133250690,Beauty,4,334.32115
2024,A810001233,I133085162,Beauty,3,185.68035
2024,A810001233,I133164130,Beauty,1,49.24933
2024,A810001233,I133250553,Beauty,5,303.91735
2024,A810001291,I133127326,Beauty,1,65.58534
2024,A810001316,I133237854,Beauty,5,334.61071
2024,A810001316,I133251809,Beauty,3,230.97236
2024,A810001334,I133083367,Beauty,3,221.0308
2024,A810001334,I133092056,Beauty,1,59.31154
2024,A810001334,I133207972,Beauty,1,31.63443
2024,A810001334,I133223462,Beauty,1,395.53896
2024,A810001378,I133271487,Beauty,2,97.70237
2024,A810001383,I133185592,Beauty,4,231.8893
2024,A810001479,I133163762,Beauty,3,137.87882
2024,A810001531,I133120389,Beauty,2,134.69366
2024,A810001531,I133134865,Beauty,2,98.37801
2024,A810001549,I133145708,Beauty,1,87.64016
2024,A810001597,I133142187,Beauty,3,186.25947
2024,A810001597,I133227480,Beauty,3,265.81608
2024,A810001602,I133221428,Beauty,3,144.97304
2024,A810001610,I133085750,Beauty,1,79.07401
2024,A810001610,I133275015,Beauty,1,69.03593
2024,A810001639,I133218656,Beauty,1,77.86751
2024,A810001667,I133240115,Beauty,2,176.02835
2024,A810001671,I133057187,Beauty,2,130.5433
2024,A810001671,I133077768,Beauty,1,59.28741
2024,A810001671,I133092926,Beauty,1,59.28741
2024,A810001671,I133095615,Beauty,1,47.46371
2024,A810001671,I133280051,Beauty,1,63.29299
2024,A810001706,I133144101,Beauty,1,59.23915
2024,A810001706,I133255441,Beauty,1,76.56449
2024,A810001718,I133210232,Beauty,1,217.36304
2024,A810001720,I133229055,Beauty,3,208.94167
2024,A810001737,I133143819,Beauty,4,234.3023
2024,A810001737,I133162196,Beauty,3,187.46597
2024,A810001749,I133264671,Beauty,2,171.75734
2024,A810001784,I133174551,Beauty,5,294.6273
2024,A810001784,I133249214,Beauty,2,135.70712
2024,A810001798,I133159284,Beauty,2,108.56087
2024,A810001798,I133248359,Beauty,2,153.10485
2024,A810001818,I133258685,Beauty,1,47.46371
2024,A810001893,I133211102,Beauty,1,92.85224
2024,A810001950,I133200591,Beauty,1,59.31154
2024,A810001989,I133141182,Beauty,3,165.91788
2024,A810001989,I133254357,Beauty,1,76.56449
2024,A810001996,I133227869,Beauty,1,78.13294
2024,A810001996,I133227882,Beauty,1,55.18531
2024,A810002063,I133212950,Beauty,1,789.17165
2024,A810002083,I133183403,Beauty,3,235.60532
2024,A810002101,I133165862,Beauty,1,49.24933
2024,A810002107,I133258436,Beauty,2,102.84206
2024,A810002136,I133153518,Beauty,2,106.4133
2024,A810002136,I133160394,Beauty,2,108.56087
2024,A810002136,I133270909,Beauty,3,175.52162
2024,A8997124,I133080469,Beauty,4,284.39618
2024,A8997124,I133163978,Beauty,3,157.8102
2024,A8997124,I133254413,Beauty,2,153.10485
2024,A8997124,I133267101,Beauty,2,124.39015
2024,A810002185,I133145938,Beauty,1,59.23915
2024,A810002194,I133249355,Beauty,1,76.56449
2024,A810002194,I133249539,Beauty,2,138.19251
2024,A810002211,I133236898,Beauty,1,88.7984
2024,A810002247,I133221867,Beauty,1,74.17562
2024,A810002258,I133264577,Beauty,3,290.23564
2024,A810002263,I133161808,Beauty,2,112.63884
2024,A810002306,I133074310,Beauty,1,102.84206
2024,A810002306,I133191451,Beauty,2,135.46582
2024,A810002306,I133252841,Beauty,4,302.22825
2024,A810002337,I133133195,Beauty,1,235.36402
2024,A810002337,I133164593,Beauty,2,108.56087
2024,A810002337,I133239104,Beauty,1,150.3299
2024,A810002341,I133251358,Beauty,1,59.14263
2024,A810002350,I133148453,Beauty,2,131.0259
2024,A810002360,I133160092,Beauty,3,147.74799
2024,A810002360,I133186407,Beauty,1,118.4783
2024,A810002360,I133214870,Beauty,1,789.17165
2024,A810002384,I133077833,Beauty,2,67.22618
2024,A810002424,I133246986,Beauty,1,274.91309
2024,A810002426,I133087214,Beauty,3,144.17675
2024,A810002440,I133272425,Beauty,1,69.03593
2024,A810002451,I133157642,Beauty,1,78.9051
2024,A810002454,I133277719,Beauty,1,78.61554
2024,A810002456,I133104067,Beauty,2,156.845
2024,A810002523,I133254315,Beauty,4,300.27372
2024,A810002546,I133186345,Beauty,1,39.35603
2024,A810002571,I133163827,Beauty,2,108.56087
2024,A810002571,I133232787,Beauty,2,86.81974
2024,A810002616,I133166737,Beauty,1,49.24933
2024,A810002653,I133085733,Beauty,1,79.07401
2024,A810002653,I133129164,Beauty,2,326.14108
2024,A810002653,I133164977,Beauty,1,49.24933
2024,A810002653,I133249610,Beauty,6,505.71654
2024,A810002655,I133160490,Beauty,2,108.56087
2024,A810002655,I133249989,Beauty,1,76.56449
2024,A810002657,I133095372,Beauty,1,87.51951
2024,A810002667,I133141087,Beauty,2,127.11684
2024,A810002667,I133182725,Beauty,1,60.325
2024,A810002672,I133139194,Beauty,2,91.28379
2024,A8997179,I133268691,Beauty,2,157.83433
2024,A810002719,I133204269,Beauty,1,65.70599
2024,A810002728,I133162795,Beauty,2,98.49866
2024,A810002757,I133129986,Beauty,1,235.36402
2024,A810002816,I133147538,Beauty,1,153.34615
2024,A810002821,I133133800,Beauty,1,235.36402
2024,A810002858,I133272201,Beauty,1,37.37737
2024,A810002858,I133272203,Beauty,1,78.9051
2024,A810002882,I133211844,Beauty,4,869.47629
2024,A810002885,I133215052,Beauty,1,769.38505
2024,A810002916,I133027078,Beauty,1,69.977
2024,A810002995,I133218511,Beauty,1,69.63918
2024,A810003013,I133248433,Beauty,2,153.10485
2024,A810003045,I133133787,Beauty,1,235.36402
2024,A810003095,I133228999,Beauty,2,126.80315
2024,A8997219,I133252894,Beauty,2,136.88949
2024,A810003096,I133182735,Beauty,1,102.89032
2024,A810003137,I133144573,Beauty,2,146.87931
2024,A810003142,I133178907,Beauty,1,53.39969
2024,A810003251,I133251420,Beauty,2,119.56415
2024,A810003251,I133251454,Beauty,1,59.14263
2024,A810003254,I133148690,Beauty,3,153.44267
2024,A810003261,I133164362,Beauty,1,49.24933
2024,A810003261,I133255433,Beauty,1,59.31154
2024,A810003271,I133157309,Beauty,1,59.31154
2024,A810003280,I133249582,Beauty,1,72.17283
2024,A810003281,I133247784,Beauty,2,367.76533
2024,A810003332,I133183224,Beauty,1,65.70599
2024,A810003332,I133213121,Beauty,1,789.17165
2024,A810003361,I133188911,Beauty,3,211.20989
2024,A8997246,I133133929,Beauty,1,235.36402
2024,A8997246,I133191494,Beauty,2,211.25815
2024,A810003379,I133279821,Beauty,1,92.85224
2024,A810003393,I133076914,Beauty,2,502.33834
2024,A810003414,I133160118,Beauty,5,307.31968
2024,A810003414,I133177253,Beauty,1,106.38917
2024,A810003414,I133247807,Beauty,1,274.91309
2024,A810003414,I133250063,Beauty,3,230.97236
2024,A810003440,I133169244,Beauty,1,59.31154
2024,A810003440,I133210216,Beauty,1,276.69871
2024,A810003440,I133267054,Beauty,2,159.04083
2024,A810003477,I133279823,Beauty,2,140.21943
2024,A810003517,I133196718,Beauty,3,163.89096
2024,A810003520,I133186503,Beauty,1,63.38951
2024,A810003520,I133235353,Beauty,1,47.46371
2024,A810003582,I133147394,Beauty,1,87.64016
2024,A810003582,I133273065,Beauty,2,74.75474
2024,A810003586,I133145586,Beauty,5,287.02635
2024,A810003636,I133124068,Beauty,9,551.75658
2024,A810003636,I133159401,Beauty,12,693.47207
2024,A810003636,I133181600,Beauty,8,514.08965
2024,A810003636,I133221167,Beauty,4,248.20118
2024,A810003636,I133251417,Beauty,13,839.60335
2024,A810003636,I133254197,Beauty,1,72.17283
2024,A810003659,I133248541,Beauty,5,363.71149
2024,A810003696,I133141383,Beauty,2,98.61931
2024,A810003696,I133177384,Beauty,2,92.12834
2024,A810003743,I133143862,Beauty,4,256.35712
2024,A810003786,I133265128,Beauty,1,57.16397
2024,A8997289,I133121686,Beauty,1,65.22339
2024,A8997289,I133149739,Beauty,2,152.06726
2024,A8997289,I133172639,Beauty,2,106.77525
2024,A8997289,I133212623,Beauty,1,39.54907
2024,A8997289,I133235827,Beauty,1,88.7984
2024,A8997289,I133270942,Beauty,2,74.75474
2024,A810003824,I133094583,Beauty,1,78.9051
2024,A810003824,I133162165,Beauty,1,49.24933
2024,A810003832,I133193187,Beauty,1,72.99325
2024,A810003832,I133204796,Beauty,3,256.88798
2024,A810003832,I133239961,Beauty,1,37.18433
2024,A810003832,I133249197,Beauty,3,145.14195
2024,A8997298,I133270587,Beauty,1,78.9051
2024,A810003888,I133176567,Beauty,1,65.70599
2024,A810003905,I133250876,Beauty,1,118.4783
2024,A810003917,I133147282,Beauty,1,59.23915
2024,A810003917,I133174376,Beauty,1,69.10832
2024,A810003917,I133199772,Beauty,1,54.63032
2024,A810003917,I133242254,Beauty,1,69.63918
2024,A810003945,I133088620,Beauty,1,59.31154
2024,A810003950,I133269072,Beauty,3,182.54345
2024,A810003952,I133164599,Beauty,2,146.10715
2024,A810003987,I133077919,Beauty,2,116.45138
2024,A810003987,I133250326,Beauty,1,76.56449
2024,A810004039,I133272059,Beauty,1,78.9051
2024,A810004080,I133161464,Beauty,4,256.30886
2024,A810004087,I133208673,Beauty,2,162.49142
2024,A810004116,I133165738,Beauty,2,108.56087
2024,A8997323,I133166175,Beauty,1,49.24933
2024,A8997324,I133148797,Beauty,1,65.58534
2024,A810004189,I133125150,Beauty,1,53.90642
2024,A810004189,I133148212,Beauty,2,93.45549
2024,A810004195,I133156846,Beauty,1,60.325
2024,A8997329,I133152126,Beauty,2,148.10994
2024,A8997334,I133186644,Beauty,3,218.27998
2024,A8997334,I133250251,Beauty,3,223.90227
2024,A810004246,I133240417,Beauty,2,115.48618
2024,A810004248,I133259100,Beauty,2,108.585
2024,A810004255,I133147277,Beauty,2,111.67364
2024,A810004302,I133158961,Beauty,1,49.24933
2024,A810004302,I133271586,Beauty,1,78.9051
2024,A810004309,I133165787,Beauty,1,49.24933
2024,A810004312,I133083853,Beauty,1,69.03593
2024,A810004326,I133131160,Beauty,2,118.18874
2024,A8997347,I133273126,Beauty,2,74.75474
2024,A810004431,I133270207,Beauty,2,91.28379
2024,A810004544,I133179774,Beauty,1,63.38951
2024,A810004544,I133213085,Beauty,1,92.85224
2024,A810004548,I133187701,Beauty,2,140.17117
2024,A810004552,I133147691,Beauty,4,209.6897
2024,A810004569,I133146453,Beauty,3,190.53048
2024,A810004569,I133191104,Beauty,1,72.99325
2024,A810004590,I133154026,Beauty,1,74.36866
2024,A810004596,I133250067,Beauty,4,239.10417
2024,A8997370,I133233237,Beauty,2,86.81974
2024,A810004614,I133095215,Beauty,2,217.33891
2024,A810004682,I133146719,Beauty,1,59.23915
2024,A810004710,I133248679,Beauty,2,154.432
2024,A810004716,I133270539,Beauty,2,128.15443
2024,A810004736,I133193328,Beauty,2,132.30479
2024,A810004745,I133107121,Beauty,3,200.56856
2024,A810004746,I133180906,Beauty,3,192.60566
2024,A810004756,I133160077,Beauty,2,108.56087
2024,A810004789,I133132164,Beauty,1,235.36402
2024,A8997391,I133175161,Beauty,4,179.67198
2024,A8997391,I133248559,Beauty,1,76.56449
2024,A810004852,I133252780,Beauty,3,229.66934
2024,A810004860,I133233023,Beauty,3,138.24077
2024,A810004923,I133157847,Beauty,1,50.4317
2024,A810004923,I133249258,Beauty,1,76.56449
2024,A810004950,I133148490,Beauty,1,54.72684
2024,A810005048,I133128485,Beauty,2,326.14108
2024,A810005049,I133275864,Beauty,1,69.03593
2024,A8997416,I133166081,Beauty,2,108.56087
2024,A810005090,I133253817,Beauty,1,72.17283
2024,A8997419,I133179646,Beauty,3,270.59382
2024,A810005121,I133128674,Beauty,1,235.36402
2024,A8997425,I133085496,Beauty,2,504.43765
2024,A810005204,I133193408,Beauty,2,161.30905
